Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
15,12,-1,-1,-1,-1
Times
81,15,13,30,77,91,40,80,28,80,77,94
44,8,22,86,98,98,27,23,7,27,71,52
11,1,81,75,26,39,16,11,50,77,3,41
1,22,69,76,18,88,11,94,80,81,1,79
27,77,77,60,2,80,82,86,95,51,35,77
70,60,27,98,18,37,64,35,20,77,26,53
7,59,50,97,36,47,77,62,43,44,6,92
64,88,46,80,87,78,66,13,44,28,59,2
62,93,72,21,47,23,67,36,7,48,13,56
53,62,21,45,95,73,96,55,27,41,2,28
91,5,30,52,7,6,75,21,96,18,40,56
67,76,97,83,15,84,94,61,98,41,47,51
82,97,43,94,49,49,55,49,92,91,26,48
92,88,96,80,17,14,3,38,69,16,32,83
67,89,61,72,36,40,28,14,5,19,30,92
Machines
10,7,6,3,2,11,12,1,9,5,4,8
10,4,5,6,8,9,1,12,11,7,3,2
3,6,2,10,8,5,11,4,9,7,1,12
3,7,5,1,4,6,8,11,9,2,10,12
3,4,6,10,7,2,5,1,11,8,9,12
1,10,5,2,4,9,3,7,8,12,6,11
7,8,9,3,12,2,10,5,1,11,6,4
7,9,8,1,11,12,6,3,5,2,4,10
4,9,2,11,5,10,1,12,3,7,6,8
5,2,8,4,12,1,11,10,7,6,3,9
1,3,4,6,12,2,7,11,8,10,5,9
2,6,4,8,7,3,1,9,11,5,10,12
2,1,4,6,10,9,3,12,7,11,5,8
4,11,7,10,6,12,3,1,8,9,2,5
9,1,2,7,11,12,3,6,10,8,5,4
