Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
15,12,-1,-1,-1,-1
Times
80,63,76,39,9,75,8,12,70,25,50,24
54,4,85,35,69,59,65,83,89,37,68,96
54,62,8,4,46,6,43,5,66,31,74,30
66,76,82,1,63,18,34,90,64,80,94,36
2,73,27,47,73,8,43,56,84,61,65,89
73,4,8,4,78,28,93,55,90,33,30,2
89,6,85,52,43,72,92,82,19,52,10,86
87,12,95,83,43,69,54,93,16,86,18,21
41,80,67,22,60,8,79,94,17,8,7,27
20,11,47,21,52,59,92,17,45,94,27,51
6,59,28,79,57,10,36,69,29,83,5,56
41,77,77,28,12,20,25,64,1,57,10,6
72,65,88,18,89,6,36,10,37,45,61,51
19,44,87,52,17,93,25,98,1,44,97,50
78,27,56,43,67,41,62,2,1,48,58,95
Machines
7,8,10,4,5,1,3,11,2,9,6,12
7,11,5,12,10,4,9,2,3,1,8,6
12,1,7,5,6,9,2,11,4,8,3,10
7,9,2,3,8,5,10,6,11,1,12,4
8,4,7,6,5,12,1,3,11,9,10,2
7,6,9,10,4,5,11,2,1,3,8,12
9,4,1,8,10,12,5,2,7,6,3,11
8,10,12,7,9,1,2,4,3,5,11,6
11,3,4,1,8,6,12,2,10,5,9,7
2,8,10,11,3,4,12,7,6,5,1,9
9,11,7,6,2,1,12,4,5,10,3,8
3,11,8,1,9,7,2,12,4,5,10,6
5,4,12,2,7,8,9,3,10,6,1,11
4,8,2,9,1,5,11,10,6,3,7,12
5,10,9,7,8,6,12,2,4,11,1,3
