Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
15,12,-1,-1,-1,-1
Times
29,13,53,53,60,84,2,85,86,79,52,45
26,24,11,95,85,85,79,39,91,3,58,24
64,42,36,76,23,5,49,70,55,26,58,65
84,76,92,79,72,38,89,13,66,54,89,90
27,56,68,62,24,26,27,56,82,2,66,33
97,63,76,10,67,21,10,30,4,95,26,75
89,74,97,45,54,74,39,32,40,17,50,65
48,69,17,52,91,50,14,96,53,89,29,18
64,64,15,31,29,98,61,97,58,47,20,32
91,59,60,92,31,17,77,85,78,70,64,98
30,57,71,28,43,44,76,4,91,44,31,14
26,77,11,13,97,10,26,70,44,82,50,11
72,50,98,20,15,3,85,22,59,15,29,53
98,83,95,51,37,93,35,66,59,85,82,69
46,9,23,39,72,98,54,76,35,95,1,25
Machines
6,4,12,8,2,10,9,5,7,1,3,11
3,4,2,9,5,10,6,8,11,1,12,7
12,9,8,10,2,4,3,1,6,11,7,5
3,8,9,2,12,1,4,10,11,7,6,5
5,10,2,9,3,7,11,6,4,8,1,12
2,8,11,7,4,3,6,9,12,5,10,1
5,8,10,9,12,4,2,7,1,3,11,6
7,5,12,11,8,4,3,1,10,2,6,9
7,3,12,8,6,10,9,1,2,4,5,11
5,2,12,3,1,4,6,7,8,9,11,10
11,10,5,6,3,2,4,9,8,1,7,12
2,4,7,12,10,5,1,6,9,3,11,8
10,2,8,7,4,12,3,9,6,11,5,1
9,2,5,1,12,3,4,6,11,7,10,8
12,2,5,4,8,1,6,7,3,10,11,9
