Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
15,10,-1,-1,-1,-1
Times
83,49,10,14,97,58,53,42,60,46
56,71,55,63,49,67,41,73,18,3
56,75,12,57,96,39,20,72,17,65
66,84,25,5,60,36,19,55,95,28
65,25,67,22,15,27,63,36,32,83
82,32,92,39,69,64,37,41,6,46
34,11,96,19,79,47,87,82,47,31
19,39,76,71,82,94,97,61,37,83
20,22,53,25,54,24,61,27,57,76
49,79,85,4,53,52,32,44,77,13
57,45,91,84,44,79,15,4,97,90
67,84,10,82,10,78,79,95,48,91
6,49,69,96,13,47,7,34,26,28
67,95,91,16,66,62,33,62,5,84
12,21,20,91,83,70,16,50,54,96
Machines
5,1,2,7,4,8,3,10,9,6
4,10,5,6,3,9,2,1,8,7
5,2,10,3,8,6,9,4,1,7
3,1,9,10,6,5,4,8,7,2
2,10,7,1,9,8,4,6,5,3
6,9,3,2,10,1,5,8,7,4
5,3,9,6,1,8,7,2,10,4
3,5,10,6,8,4,1,2,7,9
10,7,3,8,6,2,4,5,9,1
2,8,3,6,5,9,4,10,1,7
4,9,6,10,3,8,1,5,7,2
8,4,10,3,1,5,6,9,2,7
1,3,9,8,4,6,5,2,10,7
6,4,3,1,10,7,9,2,8,5
10,5,2,4,8,3,7,6,9,1
