Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
15,10,-1,-1,-1,-1
Times
57,53,13,52,4,11,72,93,15,48
34,78,2,79,66,65,98,93,14,31
95,91,24,50,65,91,77,71,27,39
76,73,57,27,64,20,62,8,8,74
10,25,96,89,61,11,73,90,5,70
82,36,41,62,20,45,75,36,23,67
43,65,90,67,4,79,20,93,93,3
97,32,30,59,42,26,6,75,60,56
52,43,65,72,25,27,44,23,14,60
92,62,48,31,85,24,72,62,14,62
36,6,73,37,89,34,29,90,73,69
30,22,69,80,4,2,68,62,97,86
28,1,44,11,40,76,45,8,78,62
57,79,1,82,36,18,33,31,51,21
68,61,2,91,53,53,23,70,30,37
Machines
2,3,8,4,5,9,10,1,7,6
1,2,9,5,4,6,8,7,3,10
10,7,5,6,8,3,2,9,1,4
7,6,9,4,8,3,5,10,2,1
9,8,3,10,1,4,6,7,2,5
6,3,2,9,4,1,7,5,8,10
8,1,2,6,7,9,10,5,3,4
1,7,2,9,8,3,4,10,5,6
8,6,4,7,5,10,2,3,9,1
5,1,3,10,6,9,4,7,2,8
1,7,6,2,4,10,9,3,5,8
5,10,7,3,4,6,9,1,8,2
2,10,5,8,7,9,6,1,4,3
10,9,2,3,1,8,5,7,6,4
10,2,5,7,6,9,3,8,1,4
