Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
15,10,-1,-1,-1,-1
Times
87,13,61,32,83,75,83,77,54,32
66,21,60,25,50,30,49,49,25,87
94,60,42,3,47,5,57,87,57,59
28,64,26,50,81,38,3,96,26,31
15,71,59,23,18,32,86,89,12,23
43,48,47,95,18,26,96,52,26,42
32,50,38,55,76,29,72,81,50,89
73,62,41,38,45,43,88,4,91,48
46,70,96,96,29,16,24,49,72,23
47,75,60,72,71,22,2,25,55,67
39,13,29,58,18,78,56,3,72,88
66,71,40,7,22,2,76,11,61,72
81,36,58,60,94,94,47,36,71,72
23,82,52,34,30,21,70,71,33,63
49,85,68,2,32,7,72,13,80,56
Machines
4,6,5,3,9,10,2,8,1,7
4,9,1,5,6,10,7,2,8,3
1,7,3,4,9,2,10,5,6,8
5,3,9,10,1,8,4,6,7,2
1,8,2,10,5,3,7,9,6,4
2,10,3,6,5,1,4,7,8,9
2,9,6,3,5,10,4,7,1,8
8,7,4,6,9,5,2,10,1,3
2,7,10,5,3,4,6,1,9,8
2,1,10,4,3,7,8,6,5,9
1,9,2,7,3,5,4,8,10,6
5,2,3,4,8,10,1,6,9,7
6,9,7,5,3,10,8,2,1,4
7,5,1,6,9,3,8,10,2,4
6,3,2,5,1,8,7,9,10,4
