Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
15,10,-1,-1,-1,-1
Times
25,70,44,41,70,72,66,21,54,66
29,21,67,98,22,46,18,21,77,69
5,42,39,21,65,96,2,58,4,80
57,7,29,34,39,2,72,76,39,64
61,96,79,89,6,64,58,63,13,5
98,85,90,18,41,48,9,77,36,46
22,71,23,18,34,7,50,87,30,43
3,42,27,22,11,14,3,23,34,11
4,56,35,83,90,33,37,25,48,41
40,8,42,24,84,14,82,33,28,62
20,14,42,7,75,83,46,28,24,93
33,68,53,14,49,90,50,46,66,32
53,29,12,40,23,77,64,4,87,13
62,45,97,70,50,80,24,31,35,49
22,94,10,53,24,81,79,60,49,9
Machines
4,3,7,10,1,2,8,9,5,6
1,6,7,3,8,9,4,10,2,5
7,5,9,10,4,1,3,2,6,8
10,7,5,6,2,4,9,3,1,8
4,9,8,1,3,2,5,7,6,10
3,8,2,6,4,7,10,9,5,1
3,9,7,1,6,5,2,10,4,8
1,7,9,8,2,3,10,6,5,4
1,2,7,9,8,4,5,10,3,6
8,7,5,4,1,10,6,2,9,3
8,10,3,7,5,6,2,9,1,4
9,3,8,7,10,1,5,2,4,6
1,10,9,3,2,7,6,5,4,8
1,4,3,10,2,8,7,9,6,5
7,2,3,8,1,6,10,4,9,5
