Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,15,-1,-1,-1,-1
Times
87,59,83,88,35,26,70,96,75,38,96,52,3,16,60
55,42,72,38,30,85,71,39,98,33,77,57,6,42,88
27,84,94,40,18,79,9,15,53,87,70,86,82,70,13
5,87,26,80,96,44,91,7,94,24,56,63,36,65,52
1,52,73,55,82,32,62,85,67,68,17,43,4,88,38
57,9,74,92,56,60,78,94,15,14,66,64,75,90,92
83,9,22,93,63,64,82,79,23,20,28,16,89,3,2
1,54,74,27,92,10,26,32,57,46,91,6,68,33,64
63,88,60,70,76,17,52,31,11,82,72,85,93,20,94
29,53,12,32,88,96,41,59,73,93,10,68,72,4,97
Machines
2,7,4,15,12,10,8,13,3,14,9,1,5,11,6
3,8,6,15,11,4,2,10,7,5,14,9,13,12,1
2,11,8,5,9,6,7,12,3,15,1,13,14,10,4
3,12,10,15,4,1,7,13,14,2,6,5,9,11,8
10,8,12,5,1,2,7,9,6,3,4,13,14,15,11
2,10,15,14,12,8,9,4,1,11,3,13,6,5,7
2,6,4,1,11,12,5,15,3,8,7,10,9,14,13
1,4,11,5,10,7,2,15,9,14,6,3,12,8,13
5,6,2,11,13,9,15,7,8,4,14,10,12,1,3
8,11,13,14,9,12,2,6,3,5,15,1,10,7,4
