Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,15,-1,-1,-1,-1
Times
16,55,28,43,1,39,58,3,25,82,14,83,12,33,25
80,42,19,60,70,83,97,72,6,30,5,79,90,33,68
74,52,39,51,41,46,73,19,67,20,10,37,1,59,31
4,3,63,60,49,96,68,3,22,24,9,18,19,27,73
95,6,74,40,31,13,66,12,41,38,42,60,30,12,49
65,57,44,82,28,16,52,73,28,47,36,18,67,98,17
86,41,6,47,23,6,69,18,92,98,40,96,68,63,61
48,84,70,77,1,97,29,78,34,63,65,53,21,48,49
64,98,42,79,53,44,1,15,14,3,72,89,17,3,57
6,59,13,75,61,96,84,22,29,47,60,92,24,17,90
Machines
1,11,13,3,6,12,4,14,9,5,2,7,8,15,10
1,12,11,8,7,15,13,2,9,6,5,3,14,4,10
1,6,8,12,4,10,5,15,2,11,14,9,7,13,3
13,8,3,14,2,9,7,12,5,6,10,15,4,1,11
6,15,13,5,8,2,7,10,4,1,3,11,12,14,9
10,13,9,14,12,2,7,3,15,8,6,5,4,1,11
14,1,10,6,2,15,11,9,7,4,13,3,5,12,8
9,6,12,5,2,13,8,15,10,14,3,7,4,1,11
11,14,10,1,12,5,15,6,4,3,13,8,7,2,9
12,13,6,4,9,8,1,5,11,10,15,14,2,3,7
