Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,15,-1,-1,-1,-1
Times
19,75,7,10,22,97,77,7,26,88,52,81,65,96,77
26,82,63,7,88,93,69,68,10,28,24,5,52,8,47
50,73,64,39,92,63,3,2,2,90,27,41,47,97,26
68,67,32,65,6,24,24,14,15,72,80,30,4,48,21
84,63,89,28,87,51,5,65,33,72,2,62,18,18,60
89,8,38,66,85,23,27,6,43,70,39,95,32,91,91
57,72,13,67,38,36,58,7,7,39,7,49,44,62,16
8,88,10,7,77,21,8,13,60,92,26,51,49,14,73
66,31,2,36,60,84,41,37,14,52,16,67,55,95,40
22,5,94,40,5,33,20,48,8,56,13,7,37,98,93
Machines
2,8,4,9,10,7,11,6,1,14,15,5,13,3,12
7,5,4,11,3,6,8,9,10,1,2,14,13,12,15
7,11,9,8,1,14,13,6,12,10,3,15,5,4,2
4,3,8,14,15,12,10,9,6,13,2,11,7,5,1
1,3,7,11,5,2,8,13,15,14,4,9,10,6,12
14,6,5,8,7,10,2,12,1,13,9,15,11,4,3
10,5,14,9,11,7,8,3,4,6,1,2,15,12,13
15,11,3,7,5,13,14,8,4,9,6,2,12,1,10
7,9,11,12,1,2,5,10,6,13,3,4,14,15,8
10,8,3,4,11,1,7,5,12,14,13,6,2,9,15
