Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,15,-1,-1,-1,-1
Times
26,91,61,37,74,29,88,57,46,51,46,56,33,49,40
89,46,76,9,64,52,53,88,9,76,46,48,4,60,66
14,92,94,48,76,54,71,26,6,53,45,62,82,6,15
57,75,29,72,57,60,96,14,3,9,75,36,68,49,49
34,7,86,51,79,32,40,85,30,61,7,98,24,9,14
27,34,75,97,46,62,41,95,94,94,21,26,50,10,34
3,12,65,17,49,21,79,29,73,67,36,76,94,3,13
87,81,35,66,19,38,33,3,40,91,47,24,42,60,48
83,16,73,93,49,75,28,11,37,23,64,85,8,11,28
84,56,18,4,80,19,32,37,67,43,18,28,18,61,75
Machines
10,13,6,8,7,5,2,12,14,4,11,15,3,1,9
12,13,7,2,14,4,3,10,6,1,5,8,11,9,15
8,12,15,5,10,1,9,2,7,6,3,14,11,13,4
3,4,12,10,9,1,2,8,7,13,14,11,5,6,15
12,15,1,5,2,13,3,14,7,9,6,8,11,10,4
9,10,5,1,3,7,13,12,14,6,2,15,4,11,8
3,9,12,4,7,13,5,8,15,11,14,2,10,6,1
6,14,11,2,1,3,4,9,15,8,12,7,10,13,5
3,1,14,2,11,13,6,9,4,10,12,8,15,5,7
12,15,11,8,3,4,7,6,13,9,2,5,14,10,1
