Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,15,-1,-1,-1,-1
Times
14,89,35,17,49,81,61,44,85,67,33,1,68,86,54
45,68,58,48,10,43,15,43,72,3,3,89,20,90,64
66,42,5,53,10,6,37,1,64,77,23,58,73,52,55
64,80,64,95,13,98,80,79,36,93,17,25,61,25,9
31,54,41,28,37,21,54,21,82,73,90,88,75,7,72
94,57,58,87,38,91,32,48,32,31,68,35,89,44,84
75,97,11,87,59,5,27,25,96,70,91,85,32,85,5
84,29,4,31,91,3,19,81,73,65,33,19,17,16,70
74,9,60,96,83,66,25,38,32,60,73,65,71,33,17
42,25,86,86,96,51,41,87,15,3,82,88,11,54,95
Machines
9,4,12,6,5,7,11,1,3,13,2,14,10,8,15
5,10,14,8,11,3,6,15,7,2,12,9,4,13,1
14,15,1,10,2,8,13,7,4,5,9,11,6,3,12
4,3,2,14,9,13,8,12,6,7,5,11,15,1,10
8,13,3,14,6,5,15,9,2,1,12,10,11,4,7
7,11,1,6,15,5,8,2,4,10,13,9,14,12,3
12,2,5,1,6,7,15,14,10,8,13,11,9,3,4
14,3,13,9,5,12,8,2,7,15,11,6,10,4,1
4,7,15,13,8,3,14,5,11,9,1,12,6,10,2
6,8,5,11,3,13,7,2,15,9,1,4,14,12,10
