Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,15,-1,-1,-1,-1
Times
93,60,6,76,28,54,70,12,90,21,36,12,9,93,17
68,59,29,91,42,13,63,14,76,5,5,3,4,62,52
52,1,12,34,76,35,36,8,30,95,56,76,14,3,23
30,25,32,44,71,89,83,22,20,32,30,52,11,57,38
3,55,10,48,34,9,23,1,33,9,31,5,35,27,58
90,68,37,13,39,41,91,90,46,32,59,70,5,82,60
66,84,69,26,16,45,43,92,15,11,41,73,13,62,66
86,4,78,6,83,27,29,84,54,79,53,84,62,34,18
32,76,76,73,5,32,28,84,77,63,7,83,8,70,43
94,88,63,37,19,37,48,68,53,63,43,78,90,96,82
Machines
14,9,13,10,5,12,4,7,3,2,1,8,11,6,15
9,12,14,11,15,10,13,6,3,7,5,1,4,8,2
6,7,4,9,12,13,3,5,14,8,2,11,1,15,10
11,10,12,9,1,13,2,6,7,4,15,14,8,5,3
13,2,15,9,5,7,4,3,6,1,12,11,10,14,8
4,3,15,7,11,8,14,13,9,1,12,5,6,10,2
6,8,9,1,2,13,10,7,14,15,12,11,5,4,3
5,9,8,3,14,1,6,15,2,4,7,12,11,10,13
13,12,14,6,5,2,11,10,3,1,15,4,7,9,8
12,14,13,10,9,7,15,8,3,4,5,1,6,2,11
