Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,10,-1,-1,-1,-1
Times
91,14,18,89,69,31,52,85,1,32
80,51,63,51,33,40,14,49,40,40
69,51,68,70,8,70,79,56,34,94
17,68,61,28,63,9,29,13,34,69
69,71,22,26,31,17,21,72,38,37
91,27,68,17,63,48,52,84,98,13
57,50,94,58,8,38,71,98,44,87
78,84,92,51,32,27,73,16,9,31
58,45,56,89,17,85,75,61,91,33
55,48,3,48,85,44,49,85,63,59
51,89,76,16,45,6,6,6,54,96
69,68,48,60,33,83,52,85,44,75
Machines
6,8,2,4,5,7,1,10,9,3
8,7,5,6,2,10,4,1,3,9
5,6,2,3,1,8,7,10,4,9
5,3,9,4,6,10,7,2,1,8
5,7,1,3,8,10,6,9,4,2
9,3,10,4,7,8,2,6,1,5
7,4,10,6,2,9,5,8,3,1
8,4,3,6,10,5,1,7,9,2
6,8,4,3,10,9,7,2,1,5
1,3,2,8,10,6,5,7,4,9
8,7,3,9,10,2,5,6,4,1
3,8,9,6,2,10,7,1,4,5
