Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,10,-1,-1,-1,-1
Times
35,61,66,85,30,20,28,71,17,96
53,98,18,48,13,25,51,38,56,95
97,20,63,26,88,41,12,26,39,73
56,67,10,25,29,46,34,29,11,64
77,48,2,95,55,60,11,69,41,94
33,18,73,10,80,26,6,4,38,51
27,26,66,68,65,57,63,32,68,89
69,13,40,1,32,69,22,94,54,94
30,39,8,70,53,83,97,18,56,92
52,35,11,73,97,93,39,12,83,6
11,52,57,78,49,11,19,9,97,54
5,41,9,73,57,51,93,6,71,53
Machines
7,4,5,2,8,1,10,9,6,3
9,1,10,2,4,5,6,8,7,3
4,10,7,1,9,5,3,2,6,8
2,6,10,4,1,3,7,5,8,9
10,1,7,6,3,9,5,4,2,8
1,7,10,8,6,3,5,2,9,4
8,5,9,4,10,3,2,1,6,7
9,8,1,7,4,5,3,2,10,6
10,5,4,1,9,2,8,3,6,7
6,10,2,1,7,5,3,8,4,9
8,9,6,5,2,7,3,4,10,1
2,1,5,10,3,6,4,9,7,8
