Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,10,-1,-1,-1,-1
Times
78,25,65,86,34,84,57,14,73,89
30,78,65,15,77,97,25,38,69,58
72,86,60,43,86,62,13,55,90,67
26,16,94,29,14,66,40,48,61,70
90,59,72,33,71,15,40,5,96,28
16,15,35,61,2,43,42,21,19,9
91,73,20,82,92,15,63,9,47,37
18,74,81,25,97,55,88,96,88,37
29,86,63,70,90,47,70,76,91,84
8,33,70,77,43,25,43,80,48,2
86,14,88,46,66,79,77,7,22,90
78,17,55,72,33,65,91,88,19,68
Machines
2,8,5,6,7,3,10,1,4,9
6,4,5,9,10,7,8,1,3,2
10,5,4,6,2,3,9,7,8,1
6,1,9,10,5,7,3,8,4,2
7,6,8,2,10,1,5,4,9,3
2,1,9,4,6,3,5,8,10,7
6,1,3,4,9,8,7,2,5,10
10,3,7,8,2,9,5,1,6,4
9,1,10,5,3,7,6,4,2,8
6,7,1,10,8,3,5,2,9,4
5,8,4,7,3,1,9,6,2,10
2,10,1,9,8,4,5,3,7,6
