Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,10,-1,-1,-1,-1
Times
25,56,14,43,50,44,28,44,64,15
14,90,8,83,59,3,29,78,33,87
54,80,25,57,15,13,44,16,32,55
38,23,69,93,55,97,3,36,55,60
28,64,94,67,83,30,89,4,12,12
50,55,25,71,25,85,22,60,42,5
72,57,97,59,10,88,4,45,33,10
59,29,68,74,7,54,10,12,41,51
78,7,82,83,47,16,41,37,72,58
88,50,80,5,7,37,60,77,8,1
60,22,84,48,28,25,45,14,15,3
91,41,78,32,56,54,55,11,50,33
Machines
6,3,2,7,10,8,9,1,5,4
7,8,2,1,5,10,4,3,9,6
8,6,1,7,10,9,3,5,4,2
7,3,1,6,10,8,5,4,2,9
4,9,10,5,2,8,7,3,6,1
1,3,2,4,9,6,7,10,5,8
2,7,8,9,4,5,10,3,6,1
2,10,1,3,5,6,8,9,7,4
6,9,10,5,4,7,8,1,2,3
8,2,4,7,1,6,5,10,3,9
2,5,6,3,1,9,8,4,10,7
9,1,7,2,6,10,8,3,5,4
