Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,10,-1,-1,-1,-1
Times
53,33,71,90,87,72,82,13,27,13
67,53,90,21,85,71,57,56,14,75
25,86,12,54,42,68,51,68,92,18
30,12,22,42,36,49,67,27,8,38
7,18,96,28,59,22,31,57,77,23
76,85,24,30,82,25,51,75,49,24
31,56,28,98,59,20,68,84,91,88
54,47,62,44,51,54,16,66,56,36
83,81,83,14,71,53,24,76,49,54
46,52,37,91,73,59,61,83,5,95
25,61,80,79,31,83,64,97,84,73
92,55,36,48,30,95,17,65,6,28
Machines
6,4,1,10,9,8,3,2,5,7
5,4,2,9,10,1,6,3,8,7
7,8,2,4,6,9,5,1,3,10
4,2,3,8,9,7,6,1,10,5
10,9,8,6,5,3,4,1,7,2
1,7,10,2,5,3,8,6,4,9
8,1,6,3,4,7,2,10,5,9
3,4,6,1,8,5,7,10,9,2
1,2,8,5,9,3,10,4,7,6
4,6,5,7,2,10,1,3,9,8
2,9,10,7,8,3,5,1,4,6
8,6,3,2,4,10,1,5,9,7
