Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,10,-1,-1,-1,-1
Times
60,8,40,60,65,94,58,10,32,82
36,10,4,53,63,75,16,25,93,12
74,33,12,51,56,8,1,55,21,78
55,71,53,88,93,18,88,86,85,44
4,88,46,69,54,95,60,91,56,70
37,3,9,56,81,13,81,52,55,62
27,40,14,49,51,55,82,72,4,48
56,90,42,66,98,75,82,20,55,38
97,19,54,86,38,91,76,44,60,43
5,93,3,82,80,3,13,9,19,87
76,1,47,67,64,90,53,7,98,47
59,36,24,35,32,65,73,1,93,42
Machines
10,8,5,9,2,6,7,3,4,1
8,7,2,5,6,3,4,1,9,10
8,5,2,7,1,3,6,9,4,10
10,7,8,2,1,6,4,5,9,3
1,9,5,10,3,8,2,6,7,4
2,3,10,9,5,1,8,6,7,4
4,8,9,1,7,5,6,3,2,10
4,3,6,1,5,9,8,2,10,7
3,10,8,2,6,7,5,9,4,1
8,9,3,4,1,6,7,5,2,10
7,1,3,2,8,4,9,5,6,10
9,6,5,7,10,3,8,4,1,2
