Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,10,-1,-1,-1,-1
Times
87,54,20,93,76,28,84,63,75,88
64,16,15,92,67,23,24,89,88,86
11,71,45,75,48,6,20,16,91,14
70,57,64,64,68,38,77,15,26,45
7,43,61,37,50,81,81,1,56,41
21,4,68,56,79,28,17,77,83,7
2,94,85,61,27,55,70,69,24,68
11,26,64,90,4,91,38,61,70,52
20,46,42,24,64,8,52,39,1,97
52,55,20,10,53,39,10,18,67,26
43,64,15,76,87,87,13,93,72,94
44,48,84,24,52,94,59,53,15,65
Machines
10,5,6,3,1,9,2,8,4,7
6,8,4,9,10,2,7,3,1,5
7,5,3,2,6,10,1,9,4,8
3,4,5,8,9,2,6,7,1,10
8,2,3,7,5,9,6,4,1,10
1,7,4,9,5,8,6,2,3,10
7,10,3,4,8,2,9,5,6,1
5,6,9,7,3,2,4,8,1,10
5,1,6,3,4,7,10,8,2,9
2,4,9,10,8,1,7,5,6,3
4,7,6,1,2,9,10,3,8,5
7,9,6,5,2,8,3,1,4,10
