Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,15,-1,-1,-1,-1
Times
49,12,85,34,81,14,76,77,51,42,95,94,64,37,25
71,4,69,38,96,39,81,45,13,14,76,52,53,4,88
18,39,12,17,56,90,27,61,12,62,48,72,73,98,44
59,22,42,84,52,53,87,46,81,7,88,21,9,64,86
1,88,5,45,39,50,44,85,65,82,92,43,5,79,85
25,73,54,95,89,62,68,79,94,5,4,52,48,60,10
24,66,23,31,88,17,59,43,66,77,96,87,63,48,30
31,63,15,18,6,4,8,13,74,11,62,75,40,62,38
41,21,11,74,53,71,87,4,35,92,20,58,28,12,78
1,88,59,86,68,55,85,46,4,59,61,91,94,6,42
3,2,51,19,46,26,19,41,39,51,63,97,7,85,81
21,90,3,35,73,81,7,28,89,50,10,4,45,98,20
Machines
3,8,11,9,4,6,7,5,14,15,1,13,12,2,10
8,4,2,3,14,9,6,12,11,5,13,1,10,7,15
14,8,7,2,5,6,13,12,1,9,11,3,10,4,15
5,12,14,1,6,3,13,8,11,7,9,4,10,15,2
12,15,7,14,9,6,11,2,13,10,8,3,4,5,1
4,5,3,12,14,10,11,7,2,13,9,6,15,1,8
14,4,5,6,9,13,1,2,11,7,10,15,8,3,12
8,14,10,9,7,6,1,11,3,13,2,12,4,15,5
4,5,13,12,15,8,7,3,6,14,11,10,9,2,1
4,5,7,14,3,11,1,12,9,8,13,10,6,15,2
12,14,1,8,2,15,7,9,11,10,5,13,3,4,6
1,5,14,7,3,15,12,9,6,2,4,11,10,8,13
