Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,15,-1,-1,-1,-1
Times
47,77,77,88,59,26,72,53,51,68,83,45,23,4,71
50,15,38,57,15,85,21,47,4,78,64,81,51,2,33
76,42,39,35,96,9,95,65,44,74,94,72,21,20,13
36,48,77,20,58,23,12,35,41,19,48,85,70,46,74
45,40,85,6,72,46,8,14,15,65,1,24,51,61,16
78,66,45,51,59,67,12,37,64,32,55,44,65,94,18
90,74,36,82,60,57,95,87,45,11,26,96,90,8,76
88,11,11,78,2,72,4,19,9,42,48,4,30,88,29
2,41,89,89,17,65,38,12,1,87,46,85,94,75,40
40,40,22,13,78,53,49,2,64,17,59,42,51,34,29
97,84,26,92,45,58,68,30,5,40,18,40,8,86,14
19,98,58,53,16,67,26,21,89,50,34,34,13,51,86
Machines
7,8,4,15,6,1,14,10,11,5,3,2,9,12,13
8,9,6,1,14,2,4,5,15,13,11,3,10,7,12
1,15,12,2,8,6,11,5,3,7,13,4,14,9,10
11,13,15,2,14,9,5,1,3,8,10,12,6,4,7
14,4,5,2,11,1,7,8,9,12,15,6,10,3,13
6,13,2,15,5,14,7,8,11,1,4,12,9,3,10
15,13,5,4,1,14,10,2,7,9,3,12,6,11,8
8,13,4,11,2,10,3,9,15,1,5,14,6,12,7
12,7,1,10,3,14,15,13,5,9,11,6,4,2,8
14,12,7,10,5,11,15,3,6,1,9,13,4,2,8
11,5,10,6,8,12,3,14,13,1,7,9,4,15,2
6,1,15,14,9,12,10,2,5,7,11,4,3,8,13
