Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,15,-1,-1,-1,-1
Times
59,24,96,91,34,59,72,49,86,11,90,46,65,67,61
59,51,78,86,83,17,91,5,35,80,5,82,97,92,85
6,92,52,80,72,91,63,8,15,53,69,4,69,86,37
82,40,61,37,35,79,13,62,25,1,34,84,5,64,15
54,62,76,19,78,82,52,91,94,1,30,85,15,65,36
78,31,28,39,46,16,48,96,6,77,62,54,39,39,40
22,79,80,97,51,30,39,32,28,58,83,81,72,43,96
85,52,63,3,68,58,48,12,55,12,90,86,80,37,50
95,11,11,90,71,49,76,91,9,91,19,66,86,83,96
15,37,73,49,21,80,93,68,40,43,85,12,97,96,59
5,93,36,37,66,56,90,92,34,82,48,3,13,85,61
29,42,21,88,59,87,82,2,49,85,54,62,95,67,50
Machines
1,5,14,12,4,3,15,8,9,6,2,11,13,10,7
14,1,3,6,10,11,7,2,12,4,13,5,15,8,9
8,9,14,6,10,13,5,11,3,15,12,1,7,4,2
5,9,10,11,1,3,4,2,12,14,8,6,7,13,15
11,15,12,3,13,8,2,14,10,6,1,7,9,5,4
7,6,8,11,4,15,9,12,5,1,13,10,2,14,3
9,13,3,10,5,14,8,1,12,15,4,11,7,2,6
2,11,12,8,6,1,5,7,4,15,10,14,3,9,13
10,4,1,15,14,12,5,6,11,2,8,9,13,3,7
6,15,1,12,3,4,2,7,10,9,11,13,14,5,8
1,5,12,8,3,11,6,10,15,9,14,7,2,4,13
14,15,6,11,5,12,8,7,3,4,9,1,10,2,13
