Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,15,-1,-1,-1,-1
Times
3,87,57,51,56,98,60,81,67,4,55,46,65,35,24
87,30,23,5,42,32,13,30,72,93,82,8,63,26,6
28,76,1,39,73,3,28,26,3,43,95,78,93,56,32
38,6,91,58,72,14,95,94,27,84,46,44,84,28,57
30,72,59,57,70,92,27,37,98,89,36,80,79,34,17
45,91,52,33,84,23,18,63,2,77,94,97,77,38,66
94,22,68,19,4,91,20,3,21,65,62,57,96,17,88
19,51,5,22,71,47,91,5,81,26,13,43,98,40,82
93,96,37,54,61,93,3,7,31,85,32,95,92,92,70
9,69,44,98,81,16,76,89,75,71,80,27,58,44,7
26,1,31,28,25,46,97,22,20,31,90,12,38,87,5
66,14,30,28,72,14,79,91,9,5,94,37,16,70,63
Machines
14,2,7,13,4,8,6,11,3,9,10,1,15,12,5
12,7,6,14,11,1,8,9,15,10,5,3,4,2,13
13,7,5,11,10,12,15,6,3,2,14,8,4,1,9
1,2,11,15,13,5,3,6,12,14,9,4,8,7,10
10,15,1,9,14,6,7,12,5,13,11,4,3,2,8
10,3,2,8,6,4,12,15,5,7,13,9,1,11,14
6,8,1,5,11,15,3,4,2,9,14,12,13,10,7
6,7,10,5,1,11,14,2,4,12,13,8,9,3,15
15,1,10,2,4,3,6,11,7,14,9,8,13,12,5
11,13,10,7,6,9,12,14,1,15,8,2,4,5,3
11,1,4,7,13,3,5,9,14,8,12,2,15,10,6
12,13,10,4,7,3,5,1,15,2,8,9,11,6,14
