Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,15,-1,-1,-1,-1
Times
27,44,63,2,67,37,73,17,52,98,43,70,58,87,76
5,23,61,85,89,88,82,63,50,4,51,88,68,95,64
33,20,26,2,19,1,7,39,13,7,29,50,47,94,50
44,41,37,50,39,84,5,51,53,1,2,83,82,87,52
80,5,35,46,37,85,61,6,34,84,48,86,53,45,86
98,71,44,4,5,23,61,1,31,14,91,5,42,85,32
33,75,54,10,49,51,21,95,4,85,65,89,90,96,4
69,21,81,78,54,18,30,86,31,52,83,63,6,52,19
69,57,46,41,62,57,82,76,5,73,51,48,72,14,37
62,65,82,84,29,59,13,42,25,60,71,13,22,81,76
7,91,97,67,4,37,23,37,63,2,65,74,87,74,74
12,27,74,31,72,10,8,81,79,12,7,30,18,54,13
Machines
2,8,13,9,5,3,10,12,14,1,6,11,7,15,4
13,2,8,5,14,6,9,11,3,12,15,1,10,7,4
7,2,11,12,1,5,6,9,8,10,3,14,15,13,4
12,15,9,13,5,11,10,4,2,3,6,14,7,8,1
10,11,4,13,15,7,12,6,3,14,2,8,5,9,1
8,5,6,7,12,14,1,9,2,3,15,13,4,10,11
14,10,2,8,5,1,11,7,9,13,4,12,3,15,6
12,2,15,10,7,3,5,6,1,4,8,9,14,13,11
10,13,4,1,5,9,14,6,8,11,12,3,7,2,15
10,11,7,6,4,13,14,1,2,12,3,9,8,5,15
13,1,2,7,14,11,12,4,6,9,3,10,5,15,8
15,2,10,6,9,4,13,3,12,8,11,5,14,7,1
