Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,15,-1,-1,-1,-1
Times
62,66,85,49,23,6,53,20,13,33,14,14,85,1,88
9,68,74,18,66,24,65,90,79,20,35,68,77,45,6
40,20,2,16,58,44,13,93,90,2,69,89,68,13,80
73,21,40,55,1,52,47,13,92,5,67,85,45,29,17
39,9,59,10,42,48,71,62,69,98,34,71,17,74,28
51,66,95,47,29,65,11,97,16,2,70,14,58,47,19
65,76,25,30,92,61,30,34,8,59,21,73,36,98,41
34,82,33,54,63,91,93,89,76,74,36,25,31,35,32
59,37,1,98,11,61,54,7,60,69,5,68,61,55,47
86,32,39,9,39,55,92,68,72,2,65,10,19,56,77
64,89,23,80,65,75,66,79,92,94,53,86,90,78,70
84,98,43,22,35,6,25,65,81,1,65,80,64,91,53
Machines
7,11,13,14,10,12,6,1,4,3,2,8,9,15,5
15,10,13,4,7,5,6,3,1,2,12,9,14,8,11
8,10,14,1,9,2,13,3,15,4,11,5,6,7,12
13,10,5,1,8,12,7,11,2,9,4,14,3,6,15
13,2,5,9,15,7,6,12,3,14,1,8,10,11,4
14,7,11,2,9,1,13,4,15,5,3,8,12,6,10
11,12,6,15,7,2,14,10,9,1,3,8,13,5,4
8,13,14,6,11,12,1,10,15,4,7,5,2,9,3
7,4,5,3,12,8,6,11,9,1,10,15,13,14,2
7,15,9,4,5,1,3,14,10,11,8,12,6,2,13
11,10,1,14,13,3,12,15,4,7,6,5,2,9,8
10,11,15,12,3,9,6,13,1,7,4,2,14,8,5
