Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
12,15,-1,-1,-1,-1
Times
60,14,21,12,9,69,69,43,66,7,69,68,34,4,52
8,86,57,70,92,50,61,36,6,30,19,6,8,3,60
61,28,96,77,9,4,50,68,80,27,31,32,43,5,25
49,80,33,88,48,44,2,66,94,38,2,36,29,50,11
55,22,50,87,85,48,80,29,19,76,14,41,97,51,37
87,73,27,8,37,59,10,20,83,10,3,45,43,98,56
51,26,29,87,48,15,12,90,66,59,81,46,53,39,70
98,63,23,62,61,83,96,16,35,45,48,3,53,89,91
42,37,62,57,98,53,44,44,45,75,72,8,61,45,40
91,50,70,72,63,28,27,82,89,93,91,31,25,43,15
25,65,33,2,2,49,55,63,18,50,58,46,22,89,60
19,19,93,89,55,77,98,80,81,60,64,71,1,69,76
Machines
15,2,1,14,11,10,7,13,12,5,6,3,9,8,4
14,8,9,1,5,13,10,6,7,4,2,12,11,15,3
8,2,6,12,3,13,7,14,10,1,4,5,11,9,15
13,9,12,3,8,15,10,11,1,14,4,6,7,2,5
9,14,4,8,2,12,7,15,6,11,10,13,3,1,5
11,12,9,5,7,1,6,4,3,2,15,8,10,14,13
5,10,11,2,8,7,14,1,9,6,13,15,12,3,4
14,7,15,11,1,13,2,10,4,5,12,3,6,9,8
13,10,8,12,2,9,4,6,5,7,15,3,1,11,14
12,2,13,6,3,7,8,14,4,10,15,1,11,9,5
2,15,10,7,6,8,11,3,5,14,4,1,13,12,9
7,10,3,5,2,1,6,11,13,14,12,9,15,4,8
