Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,12,-1,-1,-1,-1
Times
12,66,51,58,92,74,91,45,73,48,21,57
62,65,35,41,2,94,25,30,19,39,21,66
20,79,66,62,78,55,86,97,92,95,32,14
36,63,7,54,68,88,25,85,93,84,79,57
43,66,77,62,95,75,66,78,72,16,38,46
31,78,71,32,32,93,8,87,24,83,60,46
95,82,70,90,3,63,7,50,43,56,69,62
56,46,95,13,35,75,96,33,22,52,71,98
59,86,57,41,50,11,31,94,18,47,36,79
65,48,14,39,2,36,78,9,52,8,86,62
Machines
9,6,3,5,12,7,10,11,2,4,1,8
11,4,1,2,5,10,12,7,6,9,8,3
10,6,1,7,9,3,4,5,11,12,8,2
11,2,7,3,5,1,12,4,10,9,6,8
4,10,1,5,2,3,12,7,11,8,9,6
5,10,6,9,1,2,4,7,11,8,3,12
6,9,7,12,2,1,10,11,8,5,4,3
3,5,1,11,7,2,4,8,10,9,6,12
11,9,2,8,1,10,12,3,5,7,6,4
2,11,3,6,12,1,10,7,9,4,8,5
