Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,12,-1,-1,-1,-1
Times
54,56,31,22,92,74,8,91,3,36,6,15
92,71,55,35,95,45,10,56,63,92,32,31
58,92,92,8,56,62,81,17,70,90,86,21
20,52,41,83,32,88,47,23,15,3,74,26
73,41,88,91,59,75,88,47,69,78,78,84
8,16,91,15,97,95,95,77,22,1,21,5
26,79,40,34,91,84,86,65,44,25,81,57
22,22,54,51,44,66,34,55,33,41,91,70
7,65,39,27,17,3,16,53,28,55,83,13
82,35,70,44,98,27,86,31,59,81,57,18
Machines
4,9,2,5,8,10,1,7,3,11,12,6
7,6,4,9,2,3,5,8,11,10,12,1
10,8,2,1,6,7,11,4,12,3,9,5
7,10,9,11,8,12,5,1,4,3,2,6
12,5,7,9,4,6,10,3,2,8,11,1
9,12,11,10,5,7,1,8,4,3,2,6
2,9,10,6,1,7,12,3,5,11,4,8
12,6,5,7,10,1,4,2,9,11,3,8
3,2,5,10,11,8,7,12,6,4,1,9
8,11,6,5,10,9,12,1,4,7,2,3
