Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,10,-1,-1,-1,-1
Times
11,28,21,25,73,9,28,72,41,36
92,79,62,69,18,52,17,41,48,70
22,19,87,39,96,7,43,79,10,59
3,9,21,35,78,95,49,84,27,93
82,77,19,78,15,74,86,76,19,77
56,45,55,35,92,76,32,20,50,60
65,13,71,48,56,38,51,96,83,84
96,5,22,51,21,38,8,50,74,11
80,55,81,23,38,63,65,71,71,44
63,29,62,85,65,34,5,33,33,3
Machines
7,4,6,1,2,9,8,5,3,10
6,9,5,1,4,8,10,2,3,7
8,9,1,7,3,2,5,4,6,10
9,6,4,7,8,1,2,5,10,3
2,9,1,8,7,6,10,5,4,3
7,9,3,2,1,4,8,6,10,5
1,6,4,10,7,3,5,2,9,8
4,5,6,3,8,9,2,1,7,10
5,3,8,1,6,2,4,7,10,9
2,6,1,4,9,7,10,5,8,3
