Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,10,-1,-1,-1,-1
Times
69,18,60,8,45,7,74,14,4,53
73,28,16,4,82,68,54,18,73,45
70,86,13,86,64,21,66,16,30,15
52,95,51,36,45,59,92,2,78,31
46,43,42,95,35,77,55,53,16,3
28,12,55,65,3,75,19,54,4,96
94,78,81,85,64,14,93,57,25,79
27,52,50,74,96,15,90,77,74,69
92,88,69,13,60,72,60,32,64,78
72,76,87,96,13,26,51,54,74,91
Machines
9,5,7,10,3,1,4,6,8,2
9,3,10,5,4,2,1,6,7,8
4,2,7,9,6,5,1,10,8,3
8,10,4,2,1,6,3,5,9,7
2,9,3,4,5,6,1,8,10,7
3,9,10,5,2,1,7,8,6,4
7,9,2,1,6,8,5,10,4,3
1,3,7,4,8,5,10,9,2,6
4,3,1,5,10,9,6,7,8,2
4,10,7,1,5,9,3,6,8,2
