Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,10,-1,-1,-1,-1
Times
89,44,47,77,21,84,75,82,46,66
71,58,95,52,8,43,16,43,51,87
31,56,32,42,45,56,26,15,83,1
8,87,90,35,62,40,6,30,77,57
84,71,27,23,97,43,15,36,45,76
77,55,78,33,56,3,59,15,13,46
86,27,57,54,13,8,1,74,44,91
22,84,19,28,55,49,96,12,81,7
9,70,4,9,66,34,69,95,74,51
15,75,37,39,88,12,48,72,55,64
Machines
9,4,10,6,3,7,1,8,2,5
9,5,3,8,4,1,7,6,2,10
5,10,3,8,4,2,9,1,7,6
1,8,9,10,4,5,2,7,6,3
4,2,7,9,1,5,3,6,10,8
7,8,2,9,10,4,3,1,6,5
10,9,5,4,8,3,2,6,1,7
1,2,10,3,6,8,5,7,4,9
5,7,8,10,9,4,1,2,3,6
6,10,8,9,3,5,4,2,7,1
