Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,10,-1,-1,-1,-1
Times
29,59,47,9,77,87,62,25,81,83
8,67,4,2,53,48,11,21,13,90
48,7,88,5,59,36,36,39,48,65
2,84,48,56,95,83,96,52,73,83
70,74,55,48,55,88,13,20,40,17
4,34,74,87,12,94,27,61,91,79
81,17,69,85,6,15,85,15,32,4
15,22,87,50,66,5,56,30,67,22
31,84,71,29,81,76,38,46,87,70
18,13,81,45,25,79,62,90,15,10
Machines
4,8,3,9,10,5,6,2,7,1
10,4,8,1,6,5,2,9,3,7
7,1,9,3,8,5,10,2,4,6
10,3,6,4,8,9,1,2,7,5
10,2,6,4,7,9,8,1,3,5
5,1,6,2,9,10,4,7,8,3
1,3,5,2,9,8,4,7,10,6
7,4,1,9,5,10,8,6,3,2
5,4,9,6,10,1,3,7,8,2
9,7,3,1,4,10,8,2,5,6
