Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
73,54,34,93,7,64,63,51,47,56
7,33,59,97,72,79,76,15,86,53
98,77,11,74,61,62,77,2,63,1
61,11,17,10,88,9,24,81,86,38
49,25,67,21,86,1,60,38,51,11
27,8,7,33,73,32,33,33,5,88
52,61,50,71,38,14,94,94,5,57
42,34,35,50,92,45,48,1,50,9
Machines
8,5,7,3,4,10,2,6,1,9
8,6,2,7,5,4,3,10,1,9
7,3,10,1,8,2,9,6,4,5
7,1,5,6,9,2,3,4,8,10
7,1,2,8,6,10,5,4,9,3
3,4,6,10,8,1,7,2,5,9
6,5,7,8,4,10,3,9,2,1
10,6,1,8,3,5,4,7,2,9
