Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
39,96,97,94,44,51,42,46,55,6
80,92,29,23,19,47,4,94,23,87
31,57,44,8,8,28,3,39,92,32
23,20,67,90,34,61,93,8,65,80
10,88,87,20,42,79,51,2,72,67
84,45,71,9,39,9,37,83,42,78
46,33,94,42,55,46,75,4,16,39
32,80,92,95,81,26,66,26,58,69
Machines
4,8,3,2,1,10,9,7,5,6
10,9,8,3,5,7,4,1,6,2
5,9,8,2,3,7,1,4,6,10
4,1,6,5,10,7,8,2,9,3
10,7,8,5,3,1,9,6,2,4
1,3,7,10,8,5,6,9,2,4
3,4,10,1,7,8,6,9,5,2
3,10,2,7,8,4,9,1,5,6
