Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
90,98,8,36,96,54,38,85,53,44
94,15,69,85,62,19,55,60,59,16
16,84,60,3,47,69,47,15,15,93
4,34,41,20,98,45,89,49,10,77
37,44,55,55,66,37,62,74,54,13
14,10,76,42,44,90,86,82,47,54
76,5,22,29,18,74,24,64,10,36
74,14,66,24,35,93,53,51,52,37
Machines
8,7,3,1,2,6,9,4,5,10
7,2,1,5,3,10,4,8,6,9
1,10,9,4,2,5,3,7,6,8
6,4,10,3,1,8,9,5,7,2
8,4,10,6,9,7,5,3,2,1
6,2,3,5,9,7,8,1,4,10
7,4,8,6,9,2,3,5,1,10
3,7,6,1,4,9,10,5,2,8
