Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
43,44,64,25,19,3,15,15,93,27
36,12,26,19,55,67,54,13,91,45
85,2,7,75,93,54,61,17,98,34
2,40,18,90,86,8,41,1,49,10
82,54,35,17,67,76,90,34,15,89
80,72,26,10,89,56,92,97,46,9
42,57,94,79,68,47,92,89,25,64
1,78,84,17,83,67,5,31,76,61
Machines
6,3,8,1,4,7,10,5,2,9
1,8,9,6,4,5,7,2,3,10
10,2,3,6,7,1,5,8,9,4
2,10,4,9,1,5,3,8,6,7
5,3,2,7,10,9,1,8,6,4
10,4,9,6,2,7,5,3,1,8
4,2,10,6,1,9,3,8,5,7
3,1,4,9,7,2,6,8,10,5
