Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
60,47,92,5,56,33,92,35,86,87
49,33,67,3,72,1,73,33,84,14
63,71,6,78,46,89,50,59,24,81
74,89,30,31,76,97,67,62,29,83
67,90,55,79,89,76,52,34,92,63
10,75,23,78,98,46,21,21,78,87
66,1,30,91,88,86,25,97,96,65
82,93,17,43,43,61,96,62,33,51
Machines
1,4,9,8,6,2,5,3,10,7
5,1,6,3,2,4,9,8,10,7
9,10,3,5,4,8,7,6,1,2
10,2,7,6,4,8,9,3,1,5
6,9,3,8,7,10,4,1,2,5
4,8,5,3,2,9,1,6,10,7
1,5,7,2,9,4,6,3,10,8
1,4,6,5,8,2,9,3,10,7
