Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
20,28,17,88,27,85,18,53,45,64
8,63,34,23,29,44,43,28,41,25
97,18,17,25,64,76,27,48,43,65
76,16,90,98,96,11,11,64,73,94
30,78,1,37,59,14,16,73,25,87
75,60,86,92,62,59,43,13,70,40
19,73,8,11,98,27,94,4,48,5
14,53,41,63,64,39,82,96,95,64
Machines
2,7,4,6,5,9,1,3,8,10
10,2,3,9,5,4,7,8,6,1
8,9,6,1,10,7,4,3,2,5
4,1,2,10,7,6,9,3,5,8
7,6,1,8,10,3,5,4,2,9
7,2,9,6,4,3,8,10,5,1
4,9,3,7,1,5,10,2,6,8
4,10,9,6,8,7,2,5,3,1
