Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
31,33,21,24,45,52,24,20,36,5
90,70,81,90,34,12,77,85,3,47
16,10,89,10,43,51,77,10,25,4
34,98,94,65,88,93,71,37,82,2
39,49,1,19,27,51,40,19,16,90
8,68,64,66,50,63,76,27,5,60
88,11,22,8,43,21,39,55,61,71
46,72,78,79,84,83,73,19,69,24
Machines
6,3,10,8,4,7,5,2,9,1
5,10,2,8,4,6,3,1,9,7
3,4,7,5,9,1,8,2,10,6
6,7,8,5,1,3,9,4,2,10
3,1,2,10,6,8,5,4,7,9
2,5,4,8,6,1,10,7,9,3
4,5,6,10,1,7,8,2,9,3
10,7,6,8,2,9,5,4,1,3
