Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
8,10,-1,-1,-1,-1
Times
84,84,51,76,89,59,54,7,13,52
80,93,61,46,67,42,45,56,70,17
29,92,31,89,38,66,66,10,57,14
89,80,35,44,45,88,98,12,70,58
65,39,67,5,18,83,56,37,96,60
65,29,78,82,67,23,72,80,11,85
31,58,26,54,41,22,70,54,79,9
62,20,34,69,12,7,70,75,62,24
Machines
1,9,5,7,8,3,2,6,10,4
7,6,2,8,4,10,9,5,1,3
10,1,3,6,9,2,7,5,8,4
2,3,6,7,10,8,9,1,4,5
4,2,7,1,6,3,8,9,5,10
4,3,8,5,7,2,6,10,9,1
7,4,8,6,10,1,3,9,5,2
5,10,6,8,1,3,2,7,9,4
