Nb of jobs, Nb of Machines, Time seed, Machine seed, Upper bound, Lower bound
10,8,-1,-1,-1,-1
Times
13,50,32,71,28,50,64,9
16,97,60,11,6,3,20,51
97,25,32,82,8,80,21,26
87,96,22,81,46,68,95,14
67,97,22,70,73,76,26,25
62,62,60,9,78,36,5,61
66,47,61,66,68,78,14,74
91,54,94,1,18,72,21,78
10,89,36,21,67,8,46,89
59,20,59,70,12,63,14,59
Machines
4,2,1,5,6,3,7,8
4,5,6,8,1,2,7,3
1,8,7,5,2,6,3,4
8,2,5,1,3,6,4,7
1,2,5,6,7,4,3,8
3,2,1,5,6,4,7,8
3,5,2,8,6,1,7,4
8,1,2,6,4,5,7,3
3,8,2,6,5,1,4,7
1,3,8,4,2,5,6,7
